19:39:01.972675 IP 10.0.0.5.49750 > blob.by4prdstr03a.store.core.windows.net.http: Flags [S], seq 2022989647, win 29200, options [mss 1460,sackOK,TS val 20875896 ecr 0,nop,wscale 7], length 0
19:59:51.739932 IP 10.0.0.5.37781 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2082154830, win 29200, options [mss 1460,sackOK,TS val 21188338 ecr 0,nop,wscale 7], length 0
19:59:51.950661 IP 10.0.0.5.37782 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3787867056, win 29200, options [mss 1460,sackOK,TS val 21188390 ecr 0,nop,wscale 7], length 0
19:59:52.218560 IP 10.0.0.5.37783 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1829658410, win 29200, options [mss 1460,sackOK,TS val 21188457 ecr 0,nop,wscale 7], length 0
19:59:52.580520 IP 10.0.0.5.37784 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2491648346, win 29200, options [mss 1460,sackOK,TS val 21188548 ecr 0,nop,wscale 7], length 0
19:59:52.823569 IP 10.0.0.5.37785 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2364453505, win 29200, options [mss 1460,sackOK,TS val 21188609 ecr 0,nop,wscale 7], length 0
19:59:53.087649 IP 10.0.0.5.37786 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 37270023, win 29200, options [mss 1460,sackOK,TS val 21188675 ecr 0,nop,wscale 7], length 0
19:59:53.315075 IP 10.0.0.5.37787 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1498049168, win 29200, options [mss 1460,sackOK,TS val 21188732 ecr 0,nop,wscale 7], length 0
19:59:53.518249 IP 10.0.0.5.37788 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2101488270, win 29200, options [mss 1460,sackOK,TS val 21188782 ecr 0,nop,wscale 7], length 0
19:59:53.774830 IP 10.0.0.5.37789 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2276699933, win 29200, options [mss 1460,sackOK,TS val 21188846 ecr 0,nop,wscale 7], length 0
19:59:53.991616 IP 10.0.0.5.37790 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1674009182, win 29200, options [mss 1460,sackOK,TS val 21188901 ecr 0,nop,wscale 7], length 0
19:59:54.198176 IP 10.0.0.5.37791 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 224247356, win 29200, options [mss 1460,sackOK,TS val 21188952 ecr 0,nop,wscale 7], length 0
19:59:54.439401 IP 10.0.0.5.37792 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3735860518, win 29200, options [mss 1460,sackOK,TS val 21189013 ecr 0,nop,wscale 7], length 0
19:59:54.674103 IP 10.0.0.5.37793 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3675394746, win 29200, options [mss 1460,sackOK,TS val 21189071 ecr 0,nop,wscale 7], length 0
19:59:54.914382 IP 10.0.0.5.37794 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 354679699, win 29200, options [mss 1460,sackOK,TS val 21189131 ecr 0,nop,wscale 7], length 0
19:59:55.134807 IP 10.0.0.5.37795 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2151528120, win 29200, options [mss 1460,sackOK,TS val 21189186 ecr 0,nop,wscale 7], length 0
19:59:55.338335 IP 10.0.0.5.37796 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1365878650, win 29200, options [mss 1460,sackOK,TS val 21189237 ecr 0,nop,wscale 7], length 0
19:59:55.581363 IP 10.0.0.5.37797 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3524999416, win 29200, options [mss 1460,sackOK,TS val 21189298 ecr 0,nop,wscale 7], length 0
19:59:55.862788 IP 10.0.0.5.37798 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3702612482, win 29200, options [mss 1460,sackOK,TS val 21189368 ecr 0,nop,wscale 7], length 0
19:59:56.087603 IP 10.0.0.5.37799 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1263496257, win 29200, options [mss 1460,sackOK,TS val 21189425 ecr 0,nop,wscale 7], length 0
19:59:56.290806 IP 10.0.0.5.37800 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2804274068, win 29200, options [mss 1460,sackOK,TS val 21189475 ecr 0,nop,wscale 7], length 0
19:59:56.511360 IP 10.0.0.5.37801 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4257636661, win 29200, options [mss 1460,sackOK,TS val 21189531 ecr 0,nop,wscale 7], length 0
19:59:56.716647 IP 10.0.0.5.37802 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2048421802, win 29200, options [mss 1460,sackOK,TS val 21189582 ecr 0,nop,wscale 7], length 0
19:59:56.932695 IP 10.0.0.5.37803 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 735542447, win 29200, options [mss 1460,sackOK,TS val 21189636 ecr 0,nop,wscale 7], length 0
19:59:57.157396 IP 10.0.0.5.37804 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1335229799, win 29200, options [mss 1460,sackOK,TS val 21189692 ecr 0,nop,wscale 7], length 0
19:59:57.382088 IP 10.0.0.5.37805 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3161500216, win 29200, options [mss 1460,sackOK,TS val 21189748 ecr 0,nop,wscale 7], length 0
19:59:57.601505 IP 10.0.0.5.37806 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2239227268, win 29200, options [mss 1460,sackOK,TS val 21189803 ecr 0,nop,wscale 7], length 0
19:59:57.837725 IP 10.0.0.5.37807 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3408650408, win 29200, options [mss 1460,sackOK,TS val 21189862 ecr 0,nop,wscale 7], length 0
19:59:58.059471 IP 10.0.0.5.37808 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4242592679, win 29200, options [mss 1460,sackOK,TS val 21189918 ecr 0,nop,wscale 7], length 0
19:59:58.309020 IP 10.0.0.5.37809 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3925447253, win 29200, options [mss 1460,sackOK,TS val 21189980 ecr 0,nop,wscale 7], length 0
19:59:58.534461 IP 10.0.0.5.37810 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3344712670, win 29200, options [mss 1460,sackOK,TS val 21190036 ecr 0,nop,wscale 7], length 0
19:59:58.733554 IP 10.0.0.5.37811 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2677154369, win 29200, options [mss 1460,sackOK,TS val 21190086 ecr 0,nop,wscale 7], length 0
19:59:58.939008 IP 10.0.0.5.37812 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3100796205, win 29200, options [mss 1460,sackOK,TS val 21190138 ecr 0,nop,wscale 7], length 0
19:59:59.176654 IP 10.0.0.5.37813 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 973817847, win 29200, options [mss 1460,sackOK,TS val 21190197 ecr 0,nop,wscale 7], length 0
19:59:59.400442 IP 10.0.0.5.37814 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 2124865039, win 29200, options [mss 1460,sackOK,TS val 21190253 ecr 0,nop,wscale 7], length 0
19:59:59.684474 IP 10.0.0.5.37815 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1493947143, win 29200, options [mss 1460,sackOK,TS val 21190324 ecr 0,nop,wscale 7], length 0
19:59:59.895519 IP 10.0.0.5.37816 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 1852252983, win 29200, options [mss 1460,sackOK,TS val 21190377 ecr 0,nop,wscale 7], length 0
20:00:00.111022 IP 10.0.0.5.37817 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 4070459236, win 29200, options [mss 1460,sackOK,TS val 21190431 ecr 0,nop,wscale 7], length 0
20:00:00.317623 IP 10.0.0.5.37818 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3996574128, win 29200, options [mss 1460,sackOK,TS val 21190482 ecr 0,nop,wscale 7], length 0
20:00:00.551543 IP 10.0.0.5.37819 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 924984559, win 29200, options [mss 1460,sackOK,TS val 21190541 ecr 0,nop,wscale 7], length 0
20:00:00.775655 IP 10.0.0.5.37820 > blob.sn4prdstr03a.store.core.windows.net.http: Flags [S], seq 3844199265, win 29200, options [mss 1460,sackOK,TS val 21190597 ecr 0,nop,wscale 7], length 0
20:00:01.034342 IP 10.0.0.5.38939 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 720042283, win 29200, options [mss 1460,sackOK,TS val 21190661 ecr 0,nop,wscale 7], length 0
20:00:01.168561 IP 10.0.0.5.38940 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1865583484, win 29200, options [mss 1460,sackOK,TS val 21190695 ecr 0,nop,wscale 7], length 0
20:00:01.286643 IP 10.0.0.5.38941 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2988067035, win 29200, options [mss 1460,sackOK,TS val 21190724 ecr 0,nop,wscale 7], length 0
20:00:01.419463 IP 10.0.0.5.38942 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1373838588, win 29200, options [mss 1460,sackOK,TS val 21190758 ecr 0,nop,wscale 7], length 0
20:00:01.538222 IP 10.0.0.5.38943 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1633189782, win 29200, options [mss 1460,sackOK,TS val 21190787 ecr 0,nop,wscale 7], length 0
20:00:02.081264 IP 10.0.0.5.38944 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 992589450, win 29200, options [mss 1460,sackOK,TS val 21190923 ecr 0,nop,wscale 7], length 0
20:00:02.214231 IP 10.0.0.5.38945 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 772928585, win 29200, options [mss 1460,sackOK,TS val 21190956 ecr 0,nop,wscale 7], length 0
20:00:02.332746 IP 10.0.0.5.38946 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3966670032, win 29200, options [mss 1460,sackOK,TS val 21190986 ecr 0,nop,wscale 7], length 0
20:00:02.451375 IP 10.0.0.5.38947 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4028368991, win 29200, options [mss 1460,sackOK,TS val 21191016 ecr 0,nop,wscale 7], length 0
20:00:02.569727 IP 10.0.0.5.38948 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 139219162, win 29200, options [mss 1460,sackOK,TS val 21191045 ecr 0,nop,wscale 7], length 0
20:00:02.704844 IP 10.0.0.5.38949 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3036412416, win 29200, options [mss 1460,sackOK,TS val 21191079 ecr 0,nop,wscale 7], length 0
20:00:02.837973 IP 10.0.0.5.38950 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3923809042, win 29200, options [mss 1460,sackOK,TS val 21191112 ecr 0,nop,wscale 7], length 0
20:00:02.971345 IP 10.0.0.5.38952 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 81025358, win 29200, options [mss 1460,sackOK,TS val 21191146 ecr 0,nop,wscale 7], length 0
20:00:03.090453 IP 10.0.0.5.38954 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2680847340, win 29200, options [mss 1460,sackOK,TS val 21191175 ecr 0,nop,wscale 7], length 0
20:00:03.225104 IP 10.0.0.5.38955 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1406500375, win 29200, options [mss 1460,sackOK,TS val 21191209 ecr 0,nop,wscale 7], length 0
20:00:03.344331 IP 10.0.0.5.38956 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4087266496, win 29200, options [mss 1460,sackOK,TS val 21191239 ecr 0,nop,wscale 7], length 0
20:00:03.477272 IP 10.0.0.5.38957 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3323358868, win 29200, options [mss 1460,sackOK,TS val 21191272 ecr 0,nop,wscale 7], length 0
20:00:03.609960 IP 10.0.0.5.38958 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1479605240, win 29200, options [mss 1460,sackOK,TS val 21191305 ecr 0,nop,wscale 7], length 0
20:00:03.727859 IP 10.0.0.5.38960 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2569983978, win 29200, options [mss 1460,sackOK,TS val 21191335 ecr 0,nop,wscale 7], length 0
20:00:03.860738 IP 10.0.0.5.38961 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2415343026, win 29200, options [mss 1460,sackOK,TS val 21191368 ecr 0,nop,wscale 7], length 0
20:00:03.993850 IP 10.0.0.5.38962 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3552295085, win 29200, options [mss 1460,sackOK,TS val 21191401 ecr 0,nop,wscale 7], length 0
20:00:04.112804 IP 10.0.0.5.38964 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3731189488, win 29200, options [mss 1460,sackOK,TS val 21191431 ecr 0,nop,wscale 7], length 0
20:00:04.245818 IP 10.0.0.5.38966 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2459894804, win 29200, options [mss 1460,sackOK,TS val 21191464 ecr 0,nop,wscale 7], length 0
20:00:04.379149 IP 10.0.0.5.38968 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2682597404, win 29200, options [mss 1460,sackOK,TS val 21191498 ecr 0,nop,wscale 7], length 0
20:00:04.513408 IP 10.0.0.5.38969 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 171502633, win 29200, options [mss 1460,sackOK,TS val 21191531 ecr 0,nop,wscale 7], length 0
20:00:04.646982 IP 10.0.0.5.38970 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1781659985, win 29200, options [mss 1460,sackOK,TS val 21191565 ecr 0,nop,wscale 7], length 0
20:00:04.764615 IP 10.0.0.5.38971 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 4211524480, win 29200, options [mss 1460,sackOK,TS val 21191594 ecr 0,nop,wscale 7], length 0
20:00:04.883722 IP 10.0.0.5.38972 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1296530263, win 29200, options [mss 1460,sackOK,TS val 21191624 ecr 0,nop,wscale 7], length 0
20:00:05.016789 IP 10.0.0.5.38973 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3039075791, win 29200, options [mss 1460,sackOK,TS val 21191657 ecr 0,nop,wscale 7], length 0
20:00:05.150369 IP 10.0.0.5.38974 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2459453080, win 29200, options [mss 1460,sackOK,TS val 21191690 ecr 0,nop,wscale 7], length 0
20:00:05.268294 IP 10.0.0.5.38975 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 952838584, win 29200, options [mss 1460,sackOK,TS val 21191720 ecr 0,nop,wscale 7], length 0
20:00:05.387043 IP 10.0.0.5.38976 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2684841114, win 29200, options [mss 1460,sackOK,TS val 21191750 ecr 0,nop,wscale 7], length 0
20:00:05.505223 IP 10.0.0.5.38977 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1749711765, win 29200, options [mss 1460,sackOK,TS val 21191779 ecr 0,nop,wscale 7], length 0
20:00:05.623854 IP 10.0.0.5.38979 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1484196430, win 29200, options [mss 1460,sackOK,TS val 21191809 ecr 0,nop,wscale 7], length 0
20:00:05.648046 IP 10.0.0.5.52025 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 348339528, win 29200, options [mss 1460,sackOK,TS val 21191815 ecr 0,nop,wscale 7], length 0
20:00:05.659757 IP 10.0.0.5.52026 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 2749725737, win 29200, options [mss 1460,sackOK,TS val 21191818 ecr 0,nop,wscale 7], length 0
20:00:05.672038 IP 10.0.0.5.52027 > blob.dm3prdstp05c.store.core.windows.net.https: Flags [S], seq 1870196188, win 29200, options [mss 1460,sackOK,TS val 21191821 ecr 0,nop,wscale 7], length 0
20:00:05.756504 IP 10.0.0.5.38983 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3527345960, win 29200, options [mss 1460,sackOK,TS val 21191842 ecr 0,nop,wscale 7], length 0
20:00:05.875510 IP 10.0.0.5.38984 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 667715627, win 29200, options [mss 1460,sackOK,TS val 21191872 ecr 0,nop,wscale 7], length 0
20:00:05.993440 IP 10.0.0.5.38985 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 160512531, win 29200, options [mss 1460,sackOK,TS val 21191901 ecr 0,nop,wscale 7], length 0
20:00:06.126532 IP 10.0.0.5.38986 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1517319555, win 29200, options [mss 1460,sackOK,TS val 21191934 ecr 0,nop,wscale 7], length 0
20:00:06.259503 IP 10.0.0.5.38989 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1077099671, win 29200, options [mss 1460,sackOK,TS val 21191968 ecr 0,nop,wscale 7], length 0
20:00:06.377325 IP 10.0.0.5.38990 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 184777653, win 29200, options [mss 1460,sackOK,TS val 21191997 ecr 0,nop,wscale 7], length 0
20:00:06.510840 IP 10.0.0.5.38991 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1463446941, win 29200, options [mss 1460,sackOK,TS val 21192030 ecr 0,nop,wscale 7], length 0
20:00:06.643635 IP 10.0.0.5.38992 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 664403483, win 29200, options [mss 1460,sackOK,TS val 21192064 ecr 0,nop,wscale 7], length 0
20:00:06.776557 IP 10.0.0.5.38993 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1869019934, win 29200, options [mss 1460,sackOK,TS val 21192097 ecr 0,nop,wscale 7], length 0
20:00:06.894693 IP 10.0.0.5.38995 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1767180085, win 29200, options [mss 1460,sackOK,TS val 21192126 ecr 0,nop,wscale 7], length 0
20:00:07.027981 IP 10.0.0.5.38996 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 279085534, win 29200, options [mss 1460,sackOK,TS val 21192160 ecr 0,nop,wscale 7], length 0
20:00:07.161336 IP 10.0.0.5.38997 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2589109015, win 29200, options [mss 1460,sackOK,TS val 21192193 ecr 0,nop,wscale 7], length 0
20:00:07.294811 IP 10.0.0.5.38998 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2601609079, win 29200, options [mss 1460,sackOK,TS val 21192226 ecr 0,nop,wscale 7], length 0
20:00:07.428298 IP 10.0.0.5.38999 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 167693118, win 29200, options [mss 1460,sackOK,TS val 21192260 ecr 0,nop,wscale 7], length 0
20:00:07.547267 IP 10.0.0.5.39000 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 294992288, win 29200, options [mss 1460,sackOK,TS val 21192290 ecr 0,nop,wscale 7], length 0
20:00:07.681045 IP 10.0.0.5.39001 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2092937458, win 29200, options [mss 1460,sackOK,TS val 21192323 ecr 0,nop,wscale 7], length 0
20:00:07.814198 IP 10.0.0.5.39002 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2800227346, win 29200, options [mss 1460,sackOK,TS val 21192356 ecr 0,nop,wscale 7], length 0
20:00:07.933494 IP 10.0.0.5.39003 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1756396300, win 29200, options [mss 1460,sackOK,TS val 21192386 ecr 0,nop,wscale 7], length 0
20:00:08.083804 IP 10.0.0.5.39004 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1232842730, win 29200, options [mss 1460,sackOK,TS val 21192424 ecr 0,nop,wscale 7], length 0
20:00:08.202030 IP 10.0.0.5.39005 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1876504664, win 29200, options [mss 1460,sackOK,TS val 21192453 ecr 0,nop,wscale 7], length 0
20:00:08.334931 IP 10.0.0.5.39006 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 357038591, win 29200, options [mss 1460,sackOK,TS val 21192487 ecr 0,nop,wscale 7], length 0
20:00:08.453793 IP 10.0.0.5.39007 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 2929930818, win 29200, options [mss 1460,sackOK,TS val 21192516 ecr 0,nop,wscale 7], length 0
20:00:08.588112 IP 10.0.0.5.39008 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 177840132, win 29200, options [mss 1460,sackOK,TS val 21192550 ecr 0,nop,wscale 7], length 0
20:00:08.707312 IP 10.0.0.5.39009 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 1335591492, win 29200, options [mss 1460,sackOK,TS val 21192580 ecr 0,nop,wscale 7], length 0
20:00:08.841171 IP 10.0.0.5.39010 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 209225872, win 29200, options [mss 1460,sackOK,TS val 21192613 ecr 0,nop,wscale 7], length 0
20:00:08.978259 IP 10.0.0.5.39011 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3155963395, win 29200, options [mss 1460,sackOK,TS val 21192647 ecr 0,nop,wscale 7], length 0
20:00:09.112247 IP 10.0.0.5.39012 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 3947717268, win 29200, options [mss 1460,sackOK,TS val 21192681 ecr 0,nop,wscale 7], length 0
20:00:09.245608 IP 10.0.0.5.39013 > blob.cy4prdstr01a.store.core.windows.net.http: Flags [S], seq 496660193, win 29200, options [mss 1460,sackOK,TS val 21192714 ecr 0,nop,wscale 7], length 0
